genre_name,playlist_name,spotify_id
vaporwave,vaporwave,37i9dQZF1DWU4EQPjP9ZpS
bandinhas,BANDINHAS ANTIGAS❤️🎶,7qFSPrdKN0cZWKBZPR5pJq
west bengali pop,The Sound of West Bengali Pop,3vtZXD4r0laZm8MgRUUTC2
israeli hip hop,היפ הופ ישראלי,37i9dQZF1DX7Mc5eu3d1jD
egyptian alternative,egyptian alternative | غريب في بلاد غريبة,02gG7vA68zHD4wo10AYZ21
country gospel,Country Gospel Music,3QIMXokThJRd2QqJOxLul8
malayalam pop,Malayalam pop,6S7dddcnHmeMYxyaQwtGU7
rune folk,"Best of Vikings - Viking Folk, Dark Folk & Rune Folk",1q9UqoW9uCocJtJbSWMsFo
jamaican hip hop,Jamaican Hip Hop,0HPrNa7hSeUcafHfhkx25Z
hungarian rock,Fleksz,37i9dQZF1DWYWGMeH2eTdA
south african hip hop,Top South African Hip Hop Artists 2022,37i9dQZF1DWWBcUhCUmKcE
german trance,Trance Classics,37i9dQZF1DXbtYAdenGE9U
hip hop quebecois,HIP-HOP Québécois,5FmWarq2qk1RKBxb68W6Tl
chicago blues,Chicago Blues,37i9dQZF1DX4rGCw5bMNp1
icelandic classical,Irish Folk,37i9dQZF1DX9HwI3Crikcm
dream plugg,dream plugg 🪐,6bGtsupLQJljiQhIACrja1
spanish modern rock,Spanish Modern Alternative,3316wJ82gZ4v3AbTjq85NQ
spectra,SPECTRA PLAYLIST,0u89rxPaSeb32DkkEVFHnJ
bouncy house,Bouncy House 👌,2pTOzDmjuG1xG3cdXwX0aX
christlicher rap,Christlicher Rap🇩🇪🔥🕊 ,3VLBGaqW0QNqEWP8gELz3u
new jersey hardcore,NJHC (New Jersey Hardcore),7cKNMOkYJeHRFxpa6ngjw1
neomelodici,Neomelodico,37i9dQZF1DXeaDZhxahJRM
idol kayo,city pop / idol kayo bangers,1VBLR0u9vSPG9Kn0kT38bC
musica aragonesa,Musica Aragonesa,2bI7CwdT59qhsgSzqtme84
rhythm and blues,Rhythm & Blues Classics,1nlfCtNJVg4CCZaQuYaJVQ
trap tuga,Trap Tuga,21jUZCL9ALEcwLhrqaLNrx
rap underground mexicano,Rap Underground Mexicano ,25uVHWm4QPBPAUQuUUZKdO
italian soundtrack,Italian Soundtrack Grandezza,3mHwfz7jjhYhMiT1SrKZvH
bgm,BGMI Official Playlist,6s58rM1lE2siSYgBNueZse
belgian indie,Bedroom Pop,37i9dQZF1DXcxvFzl58uP7
comedy,Comedy 😂,21DLBWjY0KIvevhK2JftM3
texas pop punk,Heart Of Texas,37i9dQZF1DX05oRSrPGj3d
welsh metal,Traditional Welsh Folk,37i9dQZF1DX0HyTRWotvxv
samba-enredo,Samba Enredo 2023 - Ao Vivo da Sapucaí,3lEJtGTYBYGuAQ1moGpZng
study beats,Study Beats,5OJs7eATLrvZ2Ea9als3lK
australian garage punk,Classic Punk,37i9dQZF1DX3LDIBRoaCDQ
pianissimo,Pianissimo,5b23dteZeBQP1AH5DHi5Gm
volkspop,VolksPopMusii,4yj1NJ72AKJ2P4EkLu72yI
swedish country,morning as swedish countryside,24jsbVWfDhN6nAGHx5MWQW
german oi,⚒️Oi! in Deutsch ⚒️,04A9UOaww79JcXouZq6Cqa
russian edm,Russian EDM,2Lyiwgo5BgnnYpyjtS1FBq
pop chileno,Pop Chileno 2010-2023,4wrmQENYhs1loUZojAqoDh
ethereal wave,Ethereal wave ,7Lb0rgvWFgci4bGnXl82Ku
persian hip hop, Persian Hip-Hop 🌪 Fresh & New,5VwFMKzj76d9Vx4MX2CC0c
game mood,Game mood 💥,34uiwGUbwEtCeKiD9KG0z9
chinese singer-songwriter,Dao Lang 刀郎 - His Chinese Folk Rock Collection,4elgORz7xPGR5jnwMhoDDU
liedermacher,This Is Liederkiste,37i9dQZF1DZ06evO1UinbH
classic iskelma,Iskelmä classics,210KWTYGy8XK7nBPAGtZgA
classic indo pop,Best of Classic Indonesian Rock,56nlMoRIBAiaQm9FW6hAnu
indonesian city pop,City Pop Korea (한국 씨티팝),37i9dQZF1DX8cV4ZaSfaxp
musica catalana,Música Catalana,7apwyo9WzCZIUH0sgg4fzQ
speed up turkce,Speed up türkçe,1iw6jy4wlOI9jq0UUvjG2u
electro jazz,Jazztronica,37i9dQZF1DX55dNU0PWnO5
pop nacional antigas,Rock Pop Nacional Antigas Anos 70 80 90  2000 2010 | Pop Rock Brasileiro do Bom,6RCav58EVsFx7IBN26XVVr
balkan hip hop,Balkan Hip Hop ,20TJU1qhsTxE9gegW9qgcZ
ecuadorian pop,Made in Ecuador,37i9dQZF1DX0AZQWoBEcUE
portland indie,The 2000s Indie Scene,37i9dQZF1DX9LbdoYID5v7
psychedelic pop,Psychedelic Pop,1mXIDhdIz15xRBHwU5uDCJ
filthstep,This Is Filth,37i9dQZF1DZ06evO2Dr8Y2
samba-rock,SAMBA ROCK NACIONAL,64JpQDGQIlEyOeXv5n5thk
quran,Quran for Deep sleep🕊🕋,686ru0u6egovdQGPg9EPmg
gothic rock,Gothic Rock,6wO6r6gDHiIbkiys13WC4r
rochester mn indie,October,1PVBUs8f36hg0MCpeUTBn8
icelandic experimental,The Sound of Icelandic Experimental,3lLXYcLaUynh40EobqkiV7
samba moderno,SAMBA MODERNO,3HHkzlHXuPA0BNUDoSmfam
korean indie rock,korean indie rock ,1PmRANiIoqHyrHTiqt7m8h
vintage french electronic,The Sound of Vintage French Electronic,2xnB7TJO3T8yTGwrRI98IO
deep latin christian,The Sound of Deep Latin Christian,4m1wSVoaReTpLfp76SfH8M
pop quebecois,Du Québec,37i9dQZF1DX8xCvuzRq7PV
reggae tuga,Reggae Tuga,5tMKzYq9PnQAWPKLTvOFWr
italian opera,Great Italian Operas,7ApAPl61fsjzSCj8Sl0Rdk
huzunlu sarkilar,Hüzünlü şarkılar (yabancı),1yFWS1w45BWzpkSM9bb0R5
uk experimental electronic,Leftfield - Electro - Deep Techno - Breakbeat,7bFRFwWnbskrRxhTO0eBKg
dark rock,DARK ROCK,4a8tFMHxEHEoKdqONILAFV
uk garage,New UK Garage,37i9dQZF1DX6MNYaY0PcFh
indian classical,Indian Classical,37i9dQZF1DX3LrQBSMX6aK
glitchbreak,The Sound of Glitchbreak,5aPKPDrqsxBQSST33NOsFw
japanese old school hip hop,Old School Japanese Hip-Hop,7AT5R5A3iKcKcGUhiB2Zy8
wrestling,Wrestling Themes & Entrances,0YR4en69AXf0kxxQUuZAJf
kurdish pop,Kurdish Pop Hits,6fUKdh0qL3N0J91aS6FyTq
progressive psytrance,PROGRESSIVE PSYTRANCE [UPDATED WEEKLY],5MoO2XwN9XAqo2wxq9ghRc
japanese viral pop,Japan Pop/Anime,55cK3tYI0OVOycmwXJoSAF
entehno,Entehno Classics ,45mURPT9ST90E9WkMH4aOU
swiss pop,Swiss Pop🇨🇭🇨🇭🇨🇭,7hFzuP7squ43KXajUNBxqc
viking folk,Celtic / Slavic / Viking (Folk),5vxbRWRNaXqY9F8dk4cnHk
deathgrind,DEATHGRIND,7eFqFSYDm17u1nUaSu7fg2
emoplugg,emoplugg,1pCwcMDv7oUMMO9uMqpfbb
australian indie rock,australian surf indie rock,4AZKlWsBzoUOcMFasYkSSh
jazz trio,Jazz Trios - Piano/Bass/Drums,5ZWR18yPJjthYc167l9ph2
pastoral,Pastoral da Juventude,3PCRHM1irXPOU5DAM4eRUM
minimalism,Minimal Tech,37i9dQZF1DWSI21IGRaeuC
pinoy alternative rap,Pinoy Rock/Rap/Hip-Hop/Alternative ,4ca4u53Xr749bgcj0E9fj9
indie liguria,Indie Rock Hits,37i9dQZF1DXb9izPIc0SCS
kansas city hip hop,Kansas City Rooftop Pool Party,3nvrCOcxKeoIMj6U7tS4xK
atlanta indie,The Sound of Atlanta Indie,0TGIGqHl7lhNPKbbkjl4uJ
rock independant francais,French Indie Rock Pop Folk 🎸🥖🧀🍷 - Indie Francophone - Rock Français Indépendant,35ZwsqdlQJfas1hJA1Gx6x
easycore,Easycore Essentials,7zdmPkpSNR78Loixb4Z0ja
gaming dubstep,Gaming Dubstep 2023,1lFZBmf44i7J8hHbOPCLWo
concepcion indie,Indie Alternativo bobobō🎧,5jE5dazI9LUqROIxwRVkQY
australian indigenous,Australian Indigenous Music,6KZqzaK9yz0gtDIOPmhnra
croatian pop,Croatian POP 🍭,0IC0mTTplxdpj52fpdkkPo
melodic techno,MELODIC TECHNO 2023,0aUHXLjLoyw0cfDTayFVg9
pinoy indie,Pinoy Indie Mo!,0Zuh6kLz79uGKj1Y6QAZZv
malaysian mandopop,每片叶子都是一朵花🎤,42qrtjXy4gDB7KkgVU18Uw
diy emo,Midwest Emo // DIY Emo // Screamo,209eOYB47Dd7A8YDojZZNt
colombian rock,Rock Colombiano,3hQYvhsD3tHWAnXLH8Izip
texas latin rap,"Texas Latin Rap | That Mexican OT, Deebaby, SPM, BashForTheWorld, Renizance & More!",1F1ldsgNQ0WvqiZFBkKY6h
kavkaz,Kavkaz🏔️🇦🇲🇬🇪,31qoQsXb4JBfTOnTitaHvY
gujarati garba,Gujarati garba hits 🥳,7rKzjUUPN3fZoFuSaV8T7c
rap catala,Rap Català,7528Q5VwRVqEi1WGxHgUY7
japanese pop punk,Japanese Pop Punk,604ksgXKrKHggf64zf8R8k
acoustic rock,Acoustic Rock,37i9dQZF1DX0rCrO4CFRfM
swedish indie folk,Swedish Indie-Folk,1CqQ5ShopNUHR21aSH6kul
brazilian punk,BRAZILIAN PUNK,0FygxfmD8HwElMF9myFsBp
peruvian rock,PERUVIAN ROCK,74cS0kKIZSRkcQupOREI9S
dutch cabaret,= Stand Up Comedy / Cabaret  (Nederlands - Dutch) =,0zwDIQWS5C3CRInbgKAyFR
polish underground rap,This Is Jan-Rapowanie,37i9dQZF1DZ06evO2mT53N
nottingham hip hop,Nottingham Hip Hop ,0Db0hZyUtN79Gy7GkK1NvY
drain,drain gang,34kSzAl0OqkzLHORdELto5
emo rap italiano,Rap Italiano Triste 2023 😢,62oeEKnLMlA3p0I7V7a3qR
classic sierreno,Sierreños & Norteños Classicos,6cqq8KzQgFdpnrKpqOm0gl
symphonic deathcore,Symphonic Deathcore,1KEageHTaCSUue1dHG3KrT
north east england indie,The Sound of North East England Indie,4gU0NSaGgG6cbZJrMZjyIb
city pop,City Pop,5SIiAXMha2kny2HoECFLJv
ska chileno,Ska Chileno🎺,4T8rpiwpDqzFgFxGl11jQE
bakersfield sound,This Is Joséphine Baker,37i9dQZF1DZ06evO1EBwu4
gospel antigas,Gospel antigas ✝️,3J15jOZk3woPsMNEWM2nwL
slovak hip hop,Best of Slovak Hip Hop,4u5IlAb2sAwQ2WeSocsGhD
punjabi lo-fi,English X punjabi lo-fi remix,6grrfZWP0OjTKgylxZDy2p
nuevo folklore mexicano,Organica Ethnixia 💦,5U8ojl4IFTwxO5UjoqQ3jg
greek underground rap,GREEK UNDERGROUND RAP,1G4vsJkOpDYQssQTu2Egk7
finnish trap,finnish trap/rap,79Cs6FVP2PLEXbyNHL9Czd
pinoy singer-songwriter,Best of Manila Sound,37i9dQZF1DX0oESWhpVpaJ
german indie folk,Indie Spirit,37i9dQZF1DX0IXk7nnh7Jx
banjo,BANJO & KAZOOIE ,2TxetuqNXRN0mIFPRLUFiG
latin viral rap,New Hot Colombia Hits,3DyQmTk3sxSgr7eVsJgAZX
new weird america,The Sound of New Weird America,7yFrafoJ9eCQDnwPrBVGWH
brega funk,BREGA FUNK | Agosto 2023,4BjBrMwpcKiVTLxZ1HaXUG
volksmusik,Volksmusik Österreich,2r7MeJjU5D0cB18xd5VS80
classic peruvian pop,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT
rap tunisien,Rap Tunisien 🇹🇳 ❤️,7myhaq8KVR3rq8AUyhcGr4
musica tamaulipeca,Musica Tamaulipeca,1pdXrFXSR6CgvxCG5JOuFI
folclore salteno,FOLCLORE SALTEÑO,4u07fHd95VC2XG1hF26gzS
reggae cristao,Reggae Cristão †✝†,1Vq5Kg6p6LwSoAZwCdlvFr
vietnamese trap,VIETNAMESE TRAP,3YIfSOq4hhjYvsxWb9E6ty
modern jazz piano,Modern Jazz Piano,0iwkhC3GIZ1woVdad5aCVv
metallic hardcore,"Metallica presents, the Blacklist",37i9dQZF1DWTURhw2X0yxD
mizrahi,קלאסיקות ים תיכוניות,37i9dQZF1DXbsaWcLv093h
neoclassicism,Neoclassicism,2V8ovUyBINYWRT4gO6Fn2K
pinoy pop punk,Pinoy Pop Punk Tagalog,4gFTyy86Lj26l1fdJ1A8bp
zxc,Zxc ,4bhVrTiiB2RKjWq349JOc1
brit funk,FUNK DA BRITO,3G9NKAZ0Krgg5fBEoPlF9y
pinoy city pop,PINOY CITY POP,16i7nneUtOZCiJ2BSc0Vfb
dark plugg,dark plugg/evil plugg,3uTct2h5kneCSFySnt7KBt
indonesian post-hardcore,Emo Indonesia,0xBnLCXROM5EWS5eccz5jT
pop minang,Pop Minang - Fauzana,5LCyea5Y7Kq8LxgrPJlYfq
brisbane indie,The Sound of Brisbane Indie,7GrVgeOVSntOJRJrzecUl3
belo horizonte indie,indie y shoegaze brasileño,6I0KpjzfoUijrA5PWBMYAa
venezuelan rock,Made In Venezuela,37i9dQZF1DWWekySnB4xpt
hard bass,HARD bASS ,2i5NbSwL31ptXVXxYuOJ0G
darksynth,DarkSynth,1sR7TVXwYWwcybPNSXDw90
chilean indie,1. Chilean Indie Pop,37mbG6LA1UkVFfhThDCjMa
plug brasileiro,PLUG BRASILEIRO 🇧🇷,7ysmzhWLeFsAPP5bzD2FiD
birmingham grime,Birmingham GRIME,29rk50B0Nuw0awpfV2VRKM
carnaval cadiz,Lo mejor del carnaval Cádiz,7zgkEBWqNifODMXAmMZTce
musica costena,Música Costeña de Guerrero 🇲🇽 ,5Yda5Ehypbo2otIx5TDTlx
flamenco fusion,Flamenco fusion,317OYE0qiJnW5v2yO1vHbe
marathi pop,Marathi Pop,37i9dQZF1DXdAS31iLwf91
musica angolana,MÚSICA ANGOLANA,2yumtrdn7TsPMkxd4JBiV1
classical drill,Classical Trap Drill Music,3Eprb8b68SEoafxYfvOx8G
gregorian dance,DEAD CAN DANCE - THE VERY BEST,2QgY93qDRgaYBXfAiA7QGn
nightrun,Nightrunner Dying Light 2 Playlist,7umAgk7GdLdmTzF140GwQu
neo classical metal,NEO-CLASSICAL/METAL INSTRUMENTAL,6SznffzcY55a8LJgZVUAWu
piano worship,piano worship,7GsKMff7WNlr4UseVhSOPY
musica sinaloense,MÚSICA SINALOENSE🪗🎶🎷🎷🎹🥁,7iXxqiPI1YDcm0jqw5lMfS
russian metal,Хиты русского рока,37i9dQZF1DX129cp9QPsuV
classic norwegian pop,Norske favoritter,37i9dQZF1DWZPBHDQTqDE9
american folk revival,Roots Revival,37i9dQZF1DX9crXQ0wuuXE
romanian rap,ROMANIAN RAP,333riSaHNfoFl7PFyukrys
chinese indie,chinese indie // chill,1khBcV1MHAVmFICIsxzAvy
kawaii future bass,Kawaii Future Bass,3scC7tuk8cepXj3X3d3xC6
new jersey punk,NEW JERSEY POP PUNK / EMO,1UDujwAENenbuCC2Ve0kf0
guaracha,Guaracha,37i9dQZF1DWVlpazNNfpRz
russian grime,TIRADE,37i9dQZF1DWWXzA48d9shL
partido alto,Partido Alto Antigos 👋🏽🥁🎼,6QiK0TS2Z7XfLvTz5EBrow
nova musica pernambucana,The Sound of Nova Música Pernambucana,5gkYWQYeSyGJyca144YRw4
swedish melodic rock,Swedish Melodic Rock Sensation,2dMysBc2oXK0KJtTMH96sj
louisiana blues,Louisiana Blues,37i9dQZF1DWWlFuMqPR3VO
mambo,Mambo Classics,37i9dQZF1DWY3wGocULdzX
oktoberfest,Oktoberfest,37i9dQZF1DX3W1yHibv9R4
assamese pop,Assamese Pop Song,7CmlYScJSJWFxxDNGapfaH
victoria bc indie,The Sound of Victoria BC Indie,3tAVd6GDlJaoyH0BxYCakQ
progressive deathcore,Progressive Deathcore,2CQY1xGvO1Ub1ke6IsFe5p
pink noise,10 Hours of Pink Noise Sleep,37i9dQZF1DX5NgkFTxJ4Wv
chalga,chalga,2nk9KnXvS5IFf3SA0xG8H3
french jazz,French Jazz Café,37i9dQZF1DXbehaqJzJXqw
classic turkish pop,Turkish Pop Music,1JkjxneaicVOEoXpHC455S
cowboy western,Cowboy Western D&D Battle Music,22S1C5MEbouynpbJ3sUEMF
fado,Fado,37i9dQZF1DXckxK48poYJh
old school bassline,Old School 4x4 bassline,2DPdTMRoGtxzIcw2geucS4
tagalog worship,TAGALOG Worship Songs ✨❤️,44VFI1RHt2sfzTAIwNxLjW
samba paulista,Sambas Enredo Vai Vai 🖤🤍🎶 @CulturalVaiVai,0rfuKWbTz8gpMgYUFojL58
doom metal,Doom Metal,5Lzif2bIMW8RiRLtbYJHU0
vietnamese singer-songwriter,FRIDAY MOOD | chill with Jack - J97,2JsLFOXgAipiKF6bpMe9Aj
emo mexicano,awitado,37i9dQZF1DX5ft2KOkJpRg
lagu timur,LAGU TIMUR TERPOPULER VIRAL 2023,63DGX5j9az86AuQjDXFipM
battle rap,Battle Raps,7HQoESUn7Wn43HXMRYeuXC
colombian indie,Indie Colombiano,0premOO6lGeLbFUjwPDJr5
norwegian rock,Norsk Rock,37i9dQZF1DWZJCGk7b3F6Y
rock baiano,ROCK BAIANO,5uJrIH5eIsRkqFJntZCxao
atmosphere,Atmosphere,7uFqak5T2Pa03rbXhp1vc4
shaabi,Shaabi Egipcio,2WaKFhK3eSJlgULv26A0xy
swancore,This Is Swans,37i9dQZF1DZ06evO4eBuao
trap pesado,TRAP PESADO👺,16N3t0wNyR0ysS9hTe35lR
rap underground argentino,Rap Underground Argentino,18W3aRxAZWnqxsm6EAn6I2
alternative roots rock,Folk Rock Favorites,37i9dQZF1DXat5j4Lk8UEj
xtra raw,XTRA RAW 👿👊🏼,7BvfnS7oIESvBi794b7u2I
psicodelia brasileira,Psicodelia brasileira,54SU5VNF3s3MeyqSP5VdN7
dutch metal,Dutches favorite bangers,487PVmSDIY6jcAVHWTn1KZ
saxophone house,Saxophone House 2023 🎷 Tropical Chill ,2sUnJwjAHuUU9Ums6jp6aA
synthesizer,Synthpop Classics ,37i9dQZF1DWU1f2CQHNexG
anime cv,Kono Subarashii Sekai ni Bakuen wo! - Anime Soundtracks,2m6lnrrJ5rfwafQafXJJT7
laboratorio,Laboratório de Corrêas,1rnv5xhZ9l2dwYO4DrhXcI
peruvian hip hop,Peruvian Drip,7BD7gx3qIEuvxexSKAVhh3
sacramento hip hop,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD
punk rock mexicano,Punk Rock Mexicano,00GzgsSMCYyDUAnWe8XfGN
alabama indie,Indiespensables,37i9dQZF1DX2xhsrO0GW1M
brega romantico,Brega Romântico ,0cPFgmUtzOKINYSuGFwvpi
reggae cover,Reggae Covers Of Non Reggae Songs,52yY3Hw8G5b1Z7tAcTPRhW
italian pop rock,Pop Rock italiano - Italia,5r5swK6HUoHSQeojyl0pIa
russian punk rock,Russian Punk Rock🤘🏻Панк Рок,3bHPTSrhy3iSizAHhjhkB0
rap nacional antigo,Rap Nacional Antigo 🎤,6oJHCHk6rdZlbdRO4E0tiX
uk tech house,Housewerk,37i9dQZF1DXa8NOEUWPn9W
japanese new wave,90's japanese goth rock,4YRcd9YPkL8WNSC1SJzr0F
ukrainian indie,Ukrainian indie,0yylKMYeRnzQuqsBN5Z1b4
indonesian idol pop,Widia,45IW3JyTJayoflBWsL4F3M
electrofox,Intro to Electrofox,5s2qEQfMVmMwx95ezeGnPK
classic colombian pop,Tropipop Colombiano,7ILIC1wFIrNFVIMogx0kcv
lagu melayu,LAGU MELAYU VIRAL TIKTOK,37cmmebuVQsIhCYpVP8IsZ
oklahoma country,Oklahoma Country🔥❤️,3vd1Ogm19z0Gi30FFVJ8bh
lithuanian pop,This Is Vaikiškos dainelės,37i9dQZF1DZ06evO1X9JJw
classic belgian pop,"Made In Belgium ☆ Classics from Belgium ☆ 100% Belgian ☆ Pop, Rock, Indie, Alternative, Dance",21UUJrVFNS4UtwfyWEH3AD
no beat,No Beat Ela Vem,76CgZ5ZppuAy9U7lr1KEA5
swedish americana,Phonk types,3PzG2grOxSZAGtECPJDXMT
barnemusikk,Barnemusikk 🦄,5xl3BUg4okG8TKufM7SzrA
trance brasileiro,Trance Brasileiro🇧🇷,6uIILkkfopxPbhlv5jsSby
country blues,Country Blues ⭐,6ix9GAgsApW7ixn27rPWTX
rap baixada fluminense,Na Zona: O melhor de 2022,37i9dQZF1DXcyEXGEtvzUv
dark wave,Darkwave,37i9dQZF1DWWmsWPbM2pKT
big band,Big Band,37i9dQZF1DX6G7arXBXa3A
finnish heavy metal,Finnish Heavy Metal,6ZnhLJu1SA4T1YCkKFEWmM
crossover thrash,Crossover Thrash,5TE4ajru87LcC0IBDNlbkL
western swing,Western Swing,7cJ6JhizlC4eGM5kztWx2Q
kawaii metal,KAWAII METAL,6tIXNmGGbJrCCKEm2qaf4M
shanty,Sea Shanties,37i9dQZF1DX8shr5OgBdbQ
flint hip hop,Best Hip-Hop Songs of 2020 Canada,37i9dQZF1DX04TKScyky9p
glitch,This Is The Glitch Mob,37i9dQZF1DZ06evO1Py8Ra
argentine punk,Argentine Pie,2PP1QQIAykXZ65k4UuKAxc
world devotional,The Sound of World Devotional,105I9WQNZIff3AehjOt8uF
chinese hip hop,Chinese Hip Hop 🔥,1buCviiAQP3hxHkeiDfb5t
french metal,French Metal,37i9dQZF1DWWfeoJJ5XRfV
narodna muzika,NARODNA MUZIKA 2023,3zkQTaF07Ylk5g3SZTeRtK
pub rock,Irish Pub Songs,37i9dQZF1DWUrmUI5ur5GK
melodic hardcore,Melodic Hardcore,3xBR63gCglFXHHxcA0uCnt
orgcore,This Is Organic Audio,37i9dQZF1DZ06evO28MsV3
musica neoleonesa,This Is Neoni,37i9dQZF1DZ06evO1Ozn32
korean old school hip hop,Old School Korean Hip-Hop / Rap,6TRgo9dSBCq4tT0ASuE5sm
glam punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN
asbury park indie,Park Hangs,37i9dQZF1DWSP55jZj2ES3
samba reggae,Samba reggae,4K36N2JCqkuSZUn1fgRbq4
french opera,Opera Classics,37i9dQZF1DWVfS4Cdd3PNf
groove gospel,Groove Gospel,628N43tUj2k5dR1kGWr6Jl
moldovan pop,Top piese 2022,37i9dQZF1DX8y7gMlnRiy1
nottingham indie,Indie Wednesdays : Official Playlist,5tPrrqodHnqM84KBRG0zPi
balochi pop,Best Balochi POP musics 2023 #Baluchi,4rFS43GA79gVTsZ9mgitwL
ambient guitar,ethereal ambient guitars,6JmgyHHy7mGB9FATmGy75r
roots americana,Roots Revival,37i9dQZF1DX9crXQ0wuuXE
minneapolis indie,Minneapolis Indie,2M2nA2vaFahypu7NOmYrQL
australian singer-songwriter,Delta Goodrem Greatest Hits,2cBSvCqsCCFAgiyyR2yudj
turkish soundtrack,turkish soundtracks ❤️‍🔥,0qybfCGWYc7SxoYOfMZmyy
brazilian bass,Brazilian Bass 2023 / Eletrônica mais tocadas 2023 / TOP 100 Eletronicas / VINTAGE CULTURE,0qdBJlDxsNqsNhSaISkpOw
virginia metal,Virginia Underground Metal,0Wu8VVZdmnw7fZKbdu8gvZ
progressive post-hardcore,Progressive Metal,37i9dQZF1DX5wgKYQVRARv
japanese metalcore,JAPANESE METALCORE BANGERS,6meVqoZGuXxAlQu8fDfMVD
nu gabber,Nu Gabber Post Techno Punk,2zhxJFJAbRZBlU5fWzXuf1
musica andina,Musica Andina Exitos,3W2HVMvcoVaGEFr2VmGpdD
gregorian chant,"Gregorian Chants for Sleep, Study & Solitude ",6ENpYVmaiAF540AaIDwpHZ
brega,BREGA FUNK ANTIGO 🤧🥲 gatilho ,64sKi4Cetgg1UXy38FAGQC
vbs,VBS Songs,5NZ5M8SS6K8RI7eMYDJKlb
blackened deathcore,Blackened Deathcore,3x1BAxdVEDNivARvqiND6m
classic j-rock,J-Rock Now,37i9dQZF1DX6ntWKaOqGAp
sinhala pop,Sinhala Pop,37i9dQZF1DWYfNJLV7OBMA
west coast reggae,West Coast Reggae Vibes,3C72U31Whyjpy9ZenClyVn
speed up brasileiro,PHONK BRASILEIRO SPEED UP,2mf3RFHUB1wCwskuW8Necl
abstract beats,earl sweatshirt type jazzy mellow lofi type abstract beats,0p2u6RlzmTD3HA9BfLFPqQ
ukg revival,Ultra Gaming,37i9dQZF1DWYN9NBqvY7Tx
steampunk,This Is Steam Powered Giraffe,37i9dQZF1DZ06evO0RxDpk
zouk,Zouk ❤️,6RDK0idy1O1TBMmOdcBLBu
grime brasileiro,Brazilian grime | Grime brasileiro | Brime | Grime BR,55W8cIudV7aI9kd97cp0aZ
irish country,Irish Country,37i9dQZF1DX021HD78u2gQ
hip-hop experimental,Alternative Hip-Hop,37i9dQZF1DWTggY0yqBxES
murcia indie,Indie murciano,1fXeZaRuFnZ4JRxOxY2INv
acoustic punk,Acoustic Rock,37i9dQZF1DX0rCrO4CFRfM
slamming deathcore,Slamming Deathcore,57P3Yr5MJNaWZP5oJ6btzA
norwegian country,Nordic Folk,37i9dQZF1DX4jUyNIMkj6N
uzbek pop,Eng sara qoʻshiqlar 2022: Oʻzbekiston,37i9dQZF1DXdxAmIqye0Fu
swedish reggae,Best Of Chronixx,6gGg0Dh5TPcbAS4pImNM5H
argentine heavy metal,The Sound of Argentine Heavy Metal,5WLL1Lse5Juik9bTGbj1f1
arab alternative,Arab Indie,37i9dQZF1DWUQM3rmTXpBR
deutschrock,🤘🏻 Deutschrock 🤘🏻,13WMlndW1IA9G0jioNtmFL
swedish garage rock,Swedish garage rock,0zvradWlVu8EB5lvAk98n9
russian rave,Russian Rave Music,6EGl14JqLWe8cbwW01eUjW
dutch tech house,Housewerk,37i9dQZF1DXa8NOEUWPn9W
experimental ambient,Ambient Dreamscapes,37i9dQZF1DXdf43Md5h6cE
progressive jazz fusion,Progressive Jazz Fusion,0qdWinu0L2Kn3D72O3cVkp
dansktop,Dansktop du kender,37i9dQZF1DWZL16L2j6McJ
portuguese rock,Portuguese Rock (Portugal),7rgfW15lZHoOcyblNcQ9WD
nashville indie,Nashville Stripped,37i9dQZF1DX2ViysbCzMHO
dark post-punk,Dark Post-Punk Playlist | Dark Wave | Dark Synthpop | Goth | Darkwave Cold Wave,4ZJd5dm74pype1paHQKPAt
braindance,IDM Essentials,37i9dQZF1DXbjZQOVqxNHv
lds youth,LDS Youth Themes,4xA3rZ7yPXTjDuoULImQDu
brazilian emo,Brazilian Emo 🇧🇷,03SgQW0kJKApv9asRKTKvW
tolkien metal,Tolkien Metal,6t1Qmc5AMFmRNSxPn6UO3w
italian tenor,ITALIAN TENORS,31Zf5I0r4ZN3vYGkW3pWZi
polish indie,polish indie,5RAszMbH4rA9TmwsKlRPOD
musica poblana,Música poblana,0yrPEEEcR3NidOqtnFa4Ag
modern melodic hardcore,Modern melodic Metalcore/Hardcore,6gpFNMLxfnq5BIauEkDGft
chill beats,Chill Beats,37i9dQZF1DWZa8CSUr0hCY
tex-mex,Tex Mex Border Music,0Ks2nSzlAvzrsHjhtppTyR
ghanaian alternative,Ghana Romantic,37i9dQZF1DX88Sn6I30KFE
ukrainian hip hop,Hot Hits Україна,37i9dQZF1DX1V3tM4cuX0v
lithuanian edm,EDM 2023,37i9dQZF1DX1kCIzMYtzum
classical tenor,The Tenors: Best Of,2lnqw7DCO7hWRDWOBdeMW8
semarang indie,The Sound of Semarang Indie,6I1gNElYJetTzK8ATKvlD2
thai folk rock,'60s-'70s asian psychedelia,0YD7BLrFIbVCCstVh0vg1y
dominican pop,Viva Latino,37i9dQZF1DX10zKzsJ2jva
deep comedy,deepspace,7oN3JgSvXbOjIVIr1KLHYo
